sra_accession,site_name,sequencing_lab,date,total_read_pairs,total_virus_hits,ra,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN53071638,"Monett WWTP, MO",MU,2025-09-08,1079685897,112104,0.0001038301975708,106197,4605,1008,263,0,0,1,0,0,0,30
SAMN53071639,"Monett WWTP, MO",MU,2025-09-15,1029775823,56983,5.5335344574311295e-05,52683,3311,779,178,0,0,0,0,0,0,32
SAMN53071640,"Monett WWTP, MO",MU,2025-09-22,1297564510,120317,9.27252549470546e-05,112083,6647,1235,310,0,0,0,0,0,0,42
SAMN53071641,"Monett WWTP, MO",MU,2025-09-29,1081038784,123880,0.0001145934834471,121323,1580,587,366,0,0,0,0,0,0,24
SAMN53071642,"Monett WWTP, MO",MU,2025-10-06,1269658072,100178,7.89015579936391e-05,95147,3363,1380,255,0,0,0,0,0,0,33
SAMN53071643,"Monett WWTP, MO",MU,2025-10-13,1334404693,337215,0.0002527081939751,319157,10709,6784,539,0,0,0,0,0,0,26
SAMN54703773,"Monett WWTP, MO",MU,2025-10-20,1156943296,3895,3.3666299925558324e-06,2509,1264,88,33,0,0,0,0,0,0,1
SAMN54703774,"Monett WWTP, MO",MU,2025-10-27,1318732602,72344,5.48587332187606e-05,59134,10724,2198,276,0,0,0,0,0,0,12
SAMN54703775,"Monett WWTP, MO",MU,2025-11-03,1277333424,208641,0.0001633410635624,158119,41995,5493,2862,0,0,0,0,0,0,172
SAMN54703776,"Monett WWTP, MO",MU,2025-11-10,1176687757,43359,3.6848348036309174e-05,33668,8109,1022,554,0,0,0,0,0,0,6
SAMN54703777,"Monett WWTP, MO",MU,2025-11-17,1154747731,65271,5.652403399266779e-05,57698,6693,671,188,0,0,0,0,0,0,21
SAMN54703778,"Monett WWTP, MO",MU,2025-11-24,898880430,23173,2.577984704817747e-05,19772,3188,164,43,0,0,0,0,0,0,6
SAMN54703779,"Monett WWTP, MO",MU,2025-12-01,663216403,11947,1.8013728167697324e-05,9956,1634,320,36,0,0,0,0,0,0,1
SAMN54703780,"Monett WWTP, MO",MU,2025-12-08,890950012,41368,4.643133671117791e-05,35676,2701,2824,155,0,0,0,0,0,0,12
SAMN55039085,"Monett WWTP, MO",MU,2025-12-22,1143347574,157186,0.0001374787541203,142282,13488,1316,86,0,0,0,0,0,0,14
SAMN55039086,"Monett WWTP, MO",MU,2025-12-29,916146555,177263,0.0001934876019918,133937,40969,1721,628,0,0,0,0,0,0,8
SAMN54949035,"Kansas City Blue River WWTP, MO",MU,2025-08-12,860351919,221260,0.000257173832142,123994,95779,1115,366,0,0,0,0,0,0,6
SAMN54949036,"Kansas City Blue River WWTP, MO",MU,2025-08-19,897543464,90213,0.0001005110099046,70180,18378,1546,97,0,0,0,0,0,0,12
SAMN54949037,"Kansas City Blue River WWTP, MO",MU,2025-08-26,858942466,64189,7.473026720744298e-05,47094,15086,1860,149,0,0,0,0,0,0,0
SAMN54949038,"Kansas City Blue River WWTP, MO",MU,2025-09-02,953817576,149955,0.0001572155973775,131134,17106,1576,122,0,0,0,0,0,0,17
SAMN54949039,"Kansas City Blue River WWTP, MO",MU,2025-09-09,990139600,144075,0.0001455097846808,118728,23582,1570,177,0,0,0,0,0,0,18
SAMN54949040,"Kansas City Blue River WWTP, MO",MU,2025-09-16,1195599753,175859,0.0001470885215212,149482,22081,4038,247,0,0,0,0,0,0,11
SAMN54949041,"Kansas City Blue River WWTP, MO",MU,2025-09-23,993480488,173923,0.0001750643340264,152552,19644,1371,338,0,0,0,0,0,0,18
SAMN54949042,"Kansas City Blue River WWTP, MO",MU,2025-09-30,1182369840,14583,1.233370431708576e-05,11857,2550,131,45,0,0,0,0,0,0,0
SAMN54949043,"Kansas City Blue River WWTP, MO",MU,2025-10-07,1090444649,178092,0.0001633205318246,162282,12852,2723,218,0,0,0,0,0,0,17
SAMN54949044,"Kansas City Blue River WWTP, MO",MU,2025-10-14,999990321,194731,0.0001947328848195,173541,16763,4204,210,0,0,0,0,0,0,13
SAMN54949045,"Kansas City Blue River WWTP, MO",MU,2025-10-21,1170190348,169679,0.0001450011959934,140847,23085,5348,380,0,0,0,0,0,0,19
SAMN54949046,"Kansas City Blue River WWTP, MO",MU,2025-10-28,974368908,255550,0.0002622723261198,227341,24561,3369,264,0,0,0,0,0,0,15
SAMN54949047,"Kansas City Blue River WWTP, MO",MU,2025-11-04,1358557712,191524,0.0001409759764405,169090,19714,2418,286,0,0,0,0,0,0,16
SAMN54949048,"Kansas City Blue River WWTP, MO",MU,2025-11-12,1020188777,133117,0.0001304827135929,120180,11231,1385,307,0,0,0,0,0,0,14
SAMN54949049,"Kansas City Blue River WWTP, MO",MU,2025-11-18,920873351,106792,0.0001159681729132,97184,8054,1465,83,0,0,0,0,0,0,6
SAMN54949050,"Kansas City Blue River WWTP, MO",MU,2025-11-25,890553381,85434,9.593360917238492e-05,79638,5055,672,67,0,0,0,0,0,0,2
SAMN54949051,"Kansas City Blue River WWTP, MO",MU,2025-12-02,608676705,138857,0.0002281293153809,131550,6211,1078,10,0,0,0,0,0,0,8
SAMN54949052,"Kansas City Blue River WWTP, MO",MU,2025-12-09,894294225,276658,0.0003093590367308,264390,10349,1812,94,0,0,0,1,0,0,12
SAMN55279273,"Kansas City Blue River WWTP, MO",MU,2025-12-16,1129713216,549099,0.0004860516741976,527808,18261,2829,185,0,0,1,0,0,0,15
SAMN55279274,"Kansas City Blue River WWTP, MO",MU,2025-12-23,1133075550,405589,0.0003579540658167,396851,7648,1041,35,0,0,0,0,0,0,14
SAMN55279275,"Kansas City Blue River WWTP, MO",MU,2025-12-30,939852906,647611,0.0006890556978285,621003,23110,3285,185,0,0,0,0,0,0,28
SAMN54949053,"Kansas City Westside WWTP, MO",MU,2025-10-01,870786264,92486,0.0001062097598728,79161,11775,1488,54,0,0,0,0,0,0,8
SAMN54949054,"Kansas City Westside WWTP, MO",MU,2025-10-21,1388967051,217446,0.0001565523097494,194083,20368,2499,481,0,0,0,0,0,0,15
SAMN54949055,"Kansas City Westside WWTP, MO",MU,2025-10-28,943057344,148727,0.000157707270874,131025,14829,2726,130,0,0,1,0,0,0,16
SAMN54949056,"Kansas City Westside WWTP, MO",MU,2025-11-04,1118229716,279959,0.0002503591131538,252556,19555,7576,254,0,0,0,0,0,0,18
SAMN54949057,"Kansas City Westside WWTP, MO",MU,2025-11-12,1068374443,154547,0.000144656212073,142836,8888,2797,24,0,0,0,0,0,0,2
SAMN54949058,"Kansas City Westside WWTP, MO",MU,2025-11-17,1256339028,302612,0.0002408681042741,282783,14657,5094,74,0,0,0,0,0,0,4
SAMN54949059,"Kansas City Westside WWTP, MO",MU,2025-11-24,1070910344,55481,5.1807324778254265e-05,49556,4895,999,31,0,0,0,0,0,0,0
SAMN54949060,"Kansas City Westside WWTP, MO",MU,2025-12-02,673968917,43703,6.484423672612783e-05,39737,3425,526,9,0,0,0,0,0,0,6
SAMN54949061,"Kansas City Westside WWTP, MO",MU,2025-12-08,968653020,177775,0.0001835280501164,162612,13375,1693,80,0,0,0,0,0,0,15
SAMN55279279,"Kansas City Westside WWTP, MO",MU,2025-12-15,1159662333,213243,0.000183883699532,198776,12600,1780,73,0,0,0,0,0,0,14
SAMN55279280,"Kansas City Westside WWTP, MO",MU,2025-12-23,1076451937,417872,0.0003881938297817,403274,12862,1635,98,0,0,0,0,0,0,3
SAMN55279281,"Kansas City Westside WWTP, MO",MU,2025-12-29,997590275,592566,0.0005939973703131,573892,16064,2540,62,0,0,0,0,0,0,8
SAMN47830425,"Chicago (CHI-D3), IL",MU,2024-09-08,595812113,8556,1.4360231712845354e-05,7415,1062,60,18,0,0,0,0,0,0,1
SAMN47830433,"Chicago (CHI-D3), IL",MU,2024-09-22,367814933,4209,1.1443254806623093e-05,3189,932,70,18,0,0,0,0,0,0,0
SAMN47830437,"Chicago (CHI-D3), IL",MU,2024-09-29,399887469,1518,3.796067938302913e-06,1224,270,18,6,0,0,0,0,0,0,0
SAMN47830441,"Chicago (CHI-D3), IL",MU,2024-10-06,542093445,8808,1.624812120722102e-05,6953,1740,93,22,0,0,0,0,0,0,0
SAMN47830446,"Chicago (CHI-D3), IL",MU,2024-10-13,1379367914,5155,3.737219017260685e-06,4672,449,16,18,0,0,0,0,0,0,0
SAMN47830452,"Chicago (CHI-D3), IL",MU,2024-10-21,1248830014,27586,2.208947550166743e-05,22594,4595,273,124,0,0,0,0,0,0,0
SAMN54569784,"Ontario, CA",MU,2025-08-25,1147021175,35131,3.062803090797343e-05,27974,6938,161,58,0,0,0,0,0,0,0
SAMN54569785,"Ontario, CA",MU,2025-08-27,1169670048,41472,3.545615284490896e-05,27672,13552,127,121,0,0,0,0,0,0,0
SAMN54569786,"Ontario, CA",MU,2025-09-01,894018051,46495,5.2006779894425194e-05,36829,9131,336,186,4,0,0,0,0,0,9
SAMN54569787,"Ontario, CA",MU,2025-09-03,923048522,32392,3.5092413050849345e-05,27234,5017,114,24,0,2,0,0,0,0,1
SAMN54569788,"Ontario, CA",MU,2025-09-08,1178072332,61990,5.261985899860688e-05,49110,12482,248,144,0,0,0,0,0,0,6
SAMN54569789,"Ontario, CA",MU,2025-09-10,746996537,54997,7.362416996050946e-05,47424,7176,372,25,0,0,0,0,0,0,0
SAMN54569790,"Ontario, CA",MU,2025-09-15,1064435671,85225,8.006590000871927e-05,72975,11631,500,116,0,0,0,0,0,0,3
SAMN54569791,"Ontario, CA",MU,2025-09-17,1368447703,100942,7.37638711210581e-05,90121,9939,799,79,0,0,0,0,0,0,4
SAMN54569792,"Ontario, CA",MU,2025-09-22,937253120,52133,5.5623181067671455e-05,35952,15428,399,351,0,0,0,0,0,0,3
SAMN54569793,"Ontario, CA",MU,2025-09-24,1066796475,84270,7.899351185988874e-05,67230,16440,545,55,0,0,0,0,0,0,0
SAMN54569794,"Ontario, CA",MU,2025-09-29,911891491,31657,3.4715753258410435e-05,25837,5624,176,18,0,0,0,0,0,0,2
SAMN54569795,"Ontario, CA",MU,2025-10-01,1215841676,33081,2.7208312277000775e-05,29490,2419,1142,30,0,0,0,0,0,0,0
SAMN54569796,"Ontario, CA",MU,2025-10-06,1629468924,76854,4.716506026475163e-05,56030,19726,861,192,0,0,0,0,0,0,45
SAMN54569797,"Ontario, CA",MU,2025-10-08,1028949189,20824,2.023812275923763e-05,16656,4007,104,56,0,0,0,0,0,0,1
SAMN54569798,"Ontario, CA",MU,2025-10-13,1304828580,1120186,0.0008584928450908,907059,198619,14151,349,0,0,2,0,0,0,6
SAMN54569799,"Ontario, CA",MU,2025-10-19,948205519,65066,6.862014478529944e-05,51743,12684,536,99,2,0,0,0,0,0,2
SAMN54569800,"Ontario, CA",MU,2025-10-20,1281675981,68100,5.313355404137826e-05,57623,9841,582,47,0,0,0,0,0,0,7
SAMN54569801,"Ontario, CA",MU,2025-10-23,1494069135,297431,0.0001990744558149,254995,39317,2360,735,0,0,0,0,0,0,24
SAMN54569802,"Ontario, CA",MU,2025-10-27,849759101,106571,0.0001254131904849,67970,35918,1031,1652,0,0,0,0,0,0,0
SAMN54569803,"Ontario, CA",MU,2025-10-29,875100564,174575,0.0001994913581154,165829,6663,2023,51,0,0,1,0,0,0,8
SAMN54569804,"Ontario, CA",MU,2025-11-03,1235089421,121219,9.814593011561389e-05,105097,13355,2364,393,0,0,0,0,0,0,10
SAMN54569805,"Ontario, CA",MU,2025-11-05,1208387128,45720,3.7835556950752295e-05,38151,6385,1108,60,0,0,0,0,0,0,16
SAMN54569806,"Ontario, CA",MU,2025-11-11,884367955,109975,0.0001243543475068,101349,6807,1653,158,0,0,0,0,0,0,8
SAMN54569807,"Ontario, CA",MU,2025-11-18,791240758,73212,9.252809496954656e-05,68165,4150,870,25,0,0,0,0,0,0,2
SAMN54569808,"Ontario, CA",MU,2025-12-01,612442379,346409,0.0005656189249437,335526,8333,2277,272,0,0,0,0,0,0,1
SAMN54569809,"Ontario, CA",MU,2025-12-08,909754963,178605,0.0001963220947001,164774,13019,706,104,0,0,0,0,0,0,2
SAMN55297800,"Ontario, CA",MU,2025-12-15,1032213811,105389,0.0001020999708363,89652,7808,7840,86,0,0,0,0,0,0,3
SAMN55297801,"Ontario, CA",MU,2025-12-29,812542679,104113,0.0001281323463871,98562,5295,181,75,0,0,0,0,0,0,0
SAMN54680412,"Central Oklahoma (OK-A), OK",MU,2025-08-18,815072895,168313,0.0002065005486411,156296,10730,1244,18,0,0,0,0,0,0,25
SAMN54680413,"Central Oklahoma (OK-A), OK",MU,2025-08-26,1021340415,73424,7.188984095963734e-05,61700,10886,683,155,0,0,0,0,0,0,0
SAMN54680414,"Central Oklahoma (OK-A), OK",MU,2025-09-01,912450858,99829,0.000109407535896,91485,7912,420,12,0,0,0,0,0,0,0
SAMN54680415,"Central Oklahoma (OK-A), OK",MU,2025-09-09,984278685,61361,6.234108381611454e-05,52440,8328,573,11,0,0,2,0,0,0,7
SAMN54680416,"Central Oklahoma (OK-A), OK",MU,2025-09-16,1297535792,90061,6.940926065799039e-05,74515,14192,1278,52,0,0,0,0,0,0,24
SAMN54680417,"Central Oklahoma (OK-A), OK",MU,2025-09-23,1029292657,127203,0.0001235829276881,111601,13996,1534,58,0,0,0,0,0,0,14
SAMN54680418,"Central Oklahoma (OK-A), OK",MU,2025-09-30,888525242,218302,0.000245690262562,188713,27268,2251,59,0,0,3,0,0,0,8
SAMN54680419,"Central Oklahoma (OK-A), OK",MU,2025-10-07,1085900252,251587,0.0002316851842852,222876,26434,2211,66,0,0,0,0,0,0,0
SAMN54680420,"Central Oklahoma (OK-A), OK",MU,2025-10-14,1163887272,228770,0.000196556836305,203868,22416,2283,194,0,0,0,0,0,0,9
SAMN54680421,"Central Oklahoma (OK-A), OK",MU,2025-10-21,1174539305,325559,0.0002771801663972,286051,33130,6228,149,0,0,1,0,0,0,0
SAMN54680422,"Central Oklahoma (OK-A), OK",MU,2025-10-27,1000332455,396558,0.0003964262061256,361505,29663,5255,103,0,0,0,0,0,0,32
SAMN54680423,"Central Oklahoma (OK-A), OK",MU,2025-11-04,1182424354,250403,0.0002117708411137,231559,17327,1348,169,0,0,0,0,0,0,0
SAMN54680424,"Central Oklahoma (OK-A), OK",MU,2025-11-11,1228413109,334013,0.0002719060856261,313439,16582,3811,178,0,0,0,0,0,0,3
SAMN54680425,"Central Oklahoma (OK-A), OK",MU,2025-11-18,995187501,255434,0.0002566692203663,242492,10820,1984,133,0,0,0,0,0,0,5
SAMN54680426,"Central Oklahoma (OK-A), OK",MU,2025-11-28,689077602,317945,0.0004614066675178,303214,12983,1621,120,0,0,0,0,0,0,7
SAMN54680427,"Central Oklahoma (OK-A), OK",MU,2025-12-02,683029972,411213,0.0006020423947076,399824,9174,2178,36,0,0,0,0,0,0,1
SAMN54680428,"Central Oklahoma (OK-A), OK",MU,2025-12-09,727172865,187456,0.0002577873969485,180477,6043,882,52,0,0,0,0,0,0,2
SAMN55279291,"Central Oklahoma (OK-A), OK",MU,2025-12-16,914092852,738774,0.0008082045476929,723773,11662,3270,56,0,0,0,0,0,0,13
SAMN55279292,"Central Oklahoma (OK-A), OK",MU,2025-12-23,1022646382,586067,0.0005730886162759,574385,9253,2388,24,0,0,0,7,0,0,10
SAMN55279293,"Central Oklahoma (OK-A), OK",MU,2025-12-30,849720059,570519,0.0006714199505557,557290,11267,1868,86,0,0,0,0,0,0,8
SAMN54680429,"Central Oklahoma (OK-B), OK",MU,2025-08-18,923504495,108259,0.0001172262837767,83123,22656,2075,382,0,0,0,0,0,0,23
SAMN54680430,"Central Oklahoma (OK-B), OK",MU,2025-08-26,1040928797,166955,0.0001603904133319,110168,33107,23377,303,0,0,0,0,0,0,0
SAMN54680431,"Central Oklahoma (OK-B), OK",MU,2025-09-01,966478236,78639,8.136655029653456e-05,67062,10556,965,53,0,0,0,0,0,0,3
SAMN54680432,"Central Oklahoma (OK-B), OK",MU,2025-09-09,952796024,82258,8.633327378368657e-05,60676,18624,2782,152,0,0,0,0,0,0,24
SAMN54680433,"Central Oklahoma (OK-B), OK",MU,2025-09-16,1104190470,98048,8.879627443261668e-05,82780,13853,1318,86,0,0,0,0,0,0,11
SAMN54680434,"Central Oklahoma (OK-B), OK",MU,2025-09-23,1102915652,101093,9.165977454094558e-05,87678,11600,1771,44,0,0,0,0,0,0,0
SAMN54680435,"Central Oklahoma (OK-B), OK",MU,2025-09-30,995732762,158817,0.0001594976142805,130323,25442,2961,86,0,0,0,0,0,0,5
SAMN54680436,"Central Oklahoma (OK-B), OK",MU,2025-10-07,1067836717,285572,0.0002674303996609,234598,41997,8707,267,0,0,0,0,0,0,3
SAMN54680437,"Central Oklahoma (OK-B), OK",MU,2025-10-14,1067621516,229650,0.0002151043197971,196623,25696,7154,164,0,0,0,0,0,0,13
SAMN54680438,"Central Oklahoma (OK-B), OK",MU,2025-10-21,1079174557,247007,0.0002288851218719,205479,34976,6418,131,0,0,0,0,0,0,3
SAMN54680439,"Central Oklahoma (OK-B), OK",MU,2025-10-27,862207509,253888,0.0002944627567607,216793,28143,8830,114,0,0,0,0,0,0,8
SAMN54680440,"Central Oklahoma (OK-B), OK",MU,2025-11-04,1351187530,423925,0.0003137425343172,372040,36912,14786,165,0,0,0,0,0,0,22
SAMN54680441,"Central Oklahoma (OK-B), OK",MU,2025-11-11,1013073321,278636,0.0002750403097427,233786,18114,26659,76,0,0,0,0,0,0,1
SAMN54680442,"Central Oklahoma (OK-B), OK",MU,2025-11-18,1025492266,276014,0.0002691526880808,241440,17772,16632,161,0,0,0,0,0,0,9
SAMN54680443,"Central Oklahoma (OK-B), OK",MU,2025-11-28,786453123,447935,0.0005695635084915,424593,20531,2666,138,0,0,0,0,0,0,7
SAMN54680444,"Central Oklahoma (OK-B), OK",MU,2025-12-02,595027248,291976,0.0004906934950985,268930,19784,3112,142,0,0,0,0,0,0,8
SAMN54680445,"Central Oklahoma (OK-B), OK",MU,2025-12-09,1251814665,523067,0.0004178469981416,483875,26662,12341,178,0,0,0,0,0,0,11
SAMN55279295,"Central Oklahoma (OK-B), OK",MU,2025-12-16,1188033691,739787,0.0006226986705884,695584,33677,10383,116,0,0,0,0,0,0,27
SAMN55279296,"Central Oklahoma (OK-B), OK",MU,2025-12-23,946696978,1134749,0.0011986401418511,1074287,54462,5716,269,0,0,0,0,0,0,15
SAMN55279297,"Central Oklahoma (OK-B), OK",MU,2025-12-30,924284675,805060,0.0008710087073552,755220,44505,5195,137,0,0,0,0,0,0,3
SAMN54959809,"Palo Alto RWQCP, CA",MU,2025-08-25,1012033223,161820,0.0001598959365388,138434,22090,983,313,0,0,0,0,0,0,0
SAMN54959810,"Palo Alto RWQCP, CA",MU,2025-09-02,985848037,178776,0.0001813423502307,157539,19534,1551,131,0,0,0,0,0,0,21
SAMN54959811,"Palo Alto RWQCP, CA",MU,2025-09-08,993340324,328811,0.0003310154556858,297754,26705,3823,523,0,0,0,0,0,0,6
SAMN54959812,"Palo Alto RWQCP, CA",MU,2025-09-15,1081462037,35014,3.2376541017685306e-05,28122,6594,247,48,0,0,0,0,0,0,3
SAMN54959813,"Palo Alto RWQCP, CA",MU,2025-09-22,1375646768,120679,8.772528152372324e-05,95014,24383,969,294,0,0,0,0,0,0,19
SAMN54959814,"Palo Alto RWQCP, CA",MU,2025-09-29,870185792,264394,0.0003038362639687,238960,24037,953,399,0,0,0,0,0,0,45
SAMN54959815,"Palo Alto RWQCP, CA",MU,2025-10-06,861810684,161220,0.000187071247773,134361,23392,3147,318,0,0,0,0,0,0,2
SAMN54959816,"Palo Alto RWQCP, CA",MU,2025-10-14,1192123328,218148,0.0001829911342864,183181,31931,2668,313,0,0,0,0,0,0,55
SAMN54959817,"Palo Alto RWQCP, CA",MU,2025-10-22,1339523291,353258,0.0002637191920241,304755,44711,2825,856,0,0,0,0,0,0,111
SAMN54959818,"Palo Alto RWQCP, CA",MU,2025-10-27,1466359478,447021,0.0003048508955046,405011,39121,2075,655,0,0,0,0,0,0,159
SAMN54959819,"Palo Alto RWQCP, CA",MU,2025-11-05,1650368381,667458,0.0004044297065335,619478,43447,3362,1115,0,0,1,0,0,0,55
SAMN54959820,"Palo Alto RWQCP, CA",MU,2025-11-10,1073261196,76464,7.12445398053877e-05,69143,6526,667,123,0,0,0,0,0,0,5
SAMN54959821,"Palo Alto RWQCP, CA",MU,2025-11-24,681414839,204520,0.0003001402204568,191792,11694,704,323,0,0,0,0,0,0,7
SAMN54959822,"Palo Alto RWQCP, CA",MU,2025-12-01,739793225,392286,0.0005302643857004,373823,16777,1404,272,0,0,0,0,0,0,10
SAMN54959823,"Palo Alto RWQCP, CA",MU,2025-12-09,909892103,609607,0.0006699772401475,566547,38973,3528,537,0,0,1,1,0,0,20
SAMN55279265,"Palo Alto RWQCP, CA",MU,2025-12-16,1067755422,593316,0.0005556665766104,550438,38856,3361,646,0,0,0,0,0,0,15
SAMN55279266,"Palo Alto RWQCP, CA",MU,2025-12-22,872042283,537412,0.0006162682824864,505768,28761,2592,279,0,0,0,0,0,0,12
SAMN55279267,"Palo Alto RWQCP, CA",MU,2025-12-29,1023782737,245885,0.0002401730280396,230280,14225,1165,206,0,0,0,0,0,0,9
SAMN54592504,"Sacramento, CA",MU,2025-08-28,961461385,122525,0.000127436215236,111537,9771,1080,125,0,0,0,0,0,0,12
SAMN54592505,"Sacramento, CA",MU,2025-09-04,932183070,134442,0.0001442227437149,123837,9419,991,176,0,0,0,0,0,0,19
SAMN54592506,"Sacramento, CA",MU,2025-09-09,1318976626,184228,0.0001396749543308,167008,15423,1462,303,0,0,0,0,0,0,32
SAMN54592491,"Sacramento, CA",MU,2025-09-17,1275342243,107146,8.401352702625094e-05,94625,11330,882,288,0,0,0,0,0,0,21
SAMN54592492,"Sacramento, CA",MU,2025-09-25,841967853,101907,0.0001210343122209,88039,12526,1026,297,0,0,0,0,0,0,19
SAMN54592493,"Sacramento, CA",MU,2025-10-03,1058074144,104836,9.908190328106156e-05,92833,10790,973,224,0,0,0,0,0,0,16
SAMN54592494,"Sacramento, CA",MU,2025-10-10,1147545503,173746,0.0001514066322823,153602,17806,1936,376,0,0,0,0,0,0,26
SAMN54592495,"Sacramento, CA",MU,2025-10-15,1146217143,193762,0.0001690447583892,173352,16942,3173,284,0,0,0,0,0,0,11
SAMN54592496,"Sacramento, CA",MU,2025-10-23,1475082535,222287,0.0001506946185895,199689,19689,2522,374,0,0,0,0,0,0,13
SAMN54592497,"Sacramento, CA",MU,2025-10-29,1644298737,375199,0.0002281817723004,327954,41145,5299,760,0,0,0,0,0,0,41
SAMN54592498,"Sacramento, CA",MU,2025-11-05,1371684300,246831,0.0001799473829364,216030,25132,5301,336,0,0,0,0,0,0,32
SAMN54592499,"Sacramento, CA",MU,2025-11-12,1224409210,295944,0.0002417035069509,263887,27786,3754,504,0,0,0,0,0,0,13
SAMN54592500,"Sacramento, CA",MU,2025-11-20,824146409,136350,0.0001654439047613,121654,12695,1768,227,0,0,0,0,0,0,6
SAMN54592501,"Sacramento, CA",MU,2025-11-25,962842655,321745,0.0003341615562305,282723,35170,2999,830,0,0,0,0,0,0,23
SAMN54592502,"Sacramento, CA",MU,2025-12-03,706837520,179403,0.000253810805063,162006,15638,1438,304,0,0,0,0,0,0,17
SAMN54592503,"Sacramento, CA",MU,2025-12-11,818472806,246541,0.0003012207591903,222530,21473,2116,391,0,0,3,0,0,0,28
SAMN55039074,"Sacramento, CA",MU,2025-12-24,1048828535,215678,0.0002056370443811,192444,19931,2898,374,0,0,0,0,0,0,31
SAMN55039075,"Sacramento, CA",MU,2025-12-29,1404145000,352095,0.0002507540175694,317284,31425,2699,657,0,0,0,0,0,0,30
SAMN54927434,"NYC (Hospital A), NY",MU,2025-08-28,1123370007,6181,5.502194256108531e-06,5995,149,37,0,0,0,0,0,0,0,0
SAMN54927435,"NYC (Hospital A), NY",MU,2025-09-03,2008458582,1044,5.198016077386056e-07,620,408,15,1,0,0,0,0,0,0,0
SAMN54927436,"NYC (Hospital A), NY",MU,2025-09-12,1134893036,1288,1.134908717511947e-06,870,410,8,0,0,0,0,0,0,0,0
SAMN54927437,"NYC (Hospital A), NY",MU,2025-10-15,153952947,198,1.2861072415846642e-06,158,32,8,0,0,0,0,0,0,0,0
SAMN54927438,"NYC (Hospital A), NY",MU,2025-10-23,133483488,22279,0.0001669045387846,485,21792,2,0,0,0,0,0,0,0,0
SAMN54927439,"NYC (Hospital A), NY",MU,2025-10-25,161652346,21502,0.0001330138444139,404,21087,11,0,0,0,0,0,0,0,0
SAMN55951730,"NYC (Hospital A), NY",MU,2025-12-04,197100947,6798,3.4489940832197015e-05,6775,22,1,0,0,0,0,0,0,0,0
SAMN55951731,"NYC (Hospital A), NY",MU,2025-12-11,241436450,26237,0.0001086704182404,1721,24506,4,0,0,0,0,0,0,0,6
SAMN55951732,"NYC (Hospital A), NY",MU,2025-12-19,174619953,432,2.4739440858743102e-06,427,5,0,0,0,0,0,0,0,0,0
SAMN55951733,"NYC (Hospital A), NY",MU,2025-12-23,155128959,17920,0.0001155167939984,16706,1198,13,3,0,0,0,0,0,0,0
SAMN54927459,"NYC (Hospital C), NY",MU,2024-11-13,800067281,5923,7.4031273877327824e-06,2670,3236,15,2,0,0,0,0,0,0,0
SAMN54927460,"NYC (Hospital C), NY",MU,2025-01-23,968802257,2813,2.903585308224566e-06,2294,514,0,5,0,0,0,0,0,0,0
SAMN54927461,"NYC (Hospital C), NY",MU,2025-08-27,1004840256,471779,0.0004695064684988,58162,413615,2,0,0,0,0,0,0,0,0
SAMN54927462,"NYC (Hospital C), NY",MU,2025-09-12,1022268633,45291,4.4304401541781435e-05,42401,2808,0,77,0,0,0,0,0,0,5
SAMN55951734,"NYC (Hospital C), NY",MU,2025-12-04,256486752,487,1.8987335455049157e-06,162,317,0,8,0,0,0,0,0,0,0
SAMN55951735,"NYC (Hospital C), NY",MU,2025-12-10,234295411,1588,6.77776825940479e-06,645,921,22,0,0,0,0,0,0,0,0
SAMN55951736,"NYC (Hospital C), NY",MU,2025-12-17,247131297,152516,0.0006171456300818,84302,68002,209,0,0,0,0,0,0,0,3
SAMN55951737,"NYC (Hospital C), NY",MU,2025-12-22,205327492,573,2.7906638045332964e-06,469,102,0,0,0,0,0,0,0,0,2
SAMN54927440,"NYC (Hospital B), NY",MU,2024-01-16,1408144981,216135,0.0001534891668942,212855,3161,114,2,0,0,0,0,0,0,3
SAMN54927441,"NYC (Hospital B), NY",MU,2024-10-18,1310806002,54681,4.171555509859498e-05,53252,1411,18,0,0,0,0,0,0,0,0
SAMN54927442,"NYC (Hospital B), NY",MU,2024-11-20,1135609442,7816,6.882647951777069e-06,4734,3082,0,0,0,0,0,0,0,0,0
SAMN54927443,"NYC (Hospital B), NY",MU,2025-01-03,1256456555,288239,0.0002294062606884,278670,9441,128,0,0,0,0,0,0,0,0
SAMN54927444,"NYC (Hospital B), NY",MU,2025-01-09,1406665692,572940,0.0004073035997525,533496,38676,314,454,0,0,0,0,0,0,0
SAMN54927445,"NYC (Hospital B), NY",MU,2025-01-30,1790827050,209573,0.0001170258177639,204140,4763,670,0,0,0,0,0,0,0,0
SAMN54927446,"NYC (Hospital B), NY",MU,2025-02-05,915678331,6446070,0.0070396664218976,6441665,4300,81,0,0,0,0,24,0,0,0
SAMN54927447,"NYC (Hospital B), NY",MU,2025-02-20,1230678062,2560050,0.0020801947146434,2551215,1024,7797,0,0,0,0,14,0,0,0
SAMN54927448,"NYC (Hospital B), NY",MU,2025-03-13,1260368208,384392,0.0003049838908662,353574,30792,21,0,0,0,0,0,0,0,5
SAMN54927449,"NYC (Hospital B), NY",MU,2025-03-19,888008384,7384636,0.008315953016948,7374775,9774,87,0,0,0,0,0,0,0,0
